"nr_num_cra_providers","d_completed","cd_regio"
"65","2020-05-11","VLA"
"80","2020-05-11","VLA"
"75","2020-05-11","VLA"
"100","2020-05-11","VLA"
"110","2020-05-11","VLA"
"74","2020-05-11","VLA"
"70","2020-05-11","VLA"
"120","2020-05-11","VLA"
"74","2020-05-11","VLA"
"60","2020-05-11","VLA"
"80","2020-05-11","VLA"
"100","2020-05-11","VLA"
"90","2020-05-11","VLA"
"100","2020-05-11","VLA"
"184","2020-05-11","VLA"
"110","2020-05-11","VLA"
"75","2020-05-11","VLA"
"102","2020-05-11","VLA"
"36","2020-05-11","VLA"
"151","2020-05-11","VLA"
"72","2020-05-11","VLA"
"78","2020-05-12","VLA"
"48","2020-05-12","VLA"
"120","2020-05-12","VLA"
"122","2020-05-12","VLA"
"275","2020-05-12","VLA"
"75","2020-05-12","VLA"
"80","2020-05-12","VLA"
"95","2020-05-12","VLA"
"130","2020-05-12","VLA"
"60","2020-05-12","VLA"
"150","2020-05-12","VLA"
"40","2020-05-12","VLA"
"95","2020-05-12","VLA"
"70","2020-05-12","VLA"
"228","2020-05-12","VLA"
"110","2020-05-12","VLA"
"250","2020-05-12","VLA"
"50","2020-05-12","VLA"
"184","2020-05-12","VLA"
"178","2020-05-12","VLA"
"140","2020-05-12","VLA"
"130","2020-05-12","VLA"
"71","2020-05-12","VLA"
"96","2020-05-12","VLA"
"5","2020-05-12","VLA"
"140","2020-05-12","VLA"
"100000","2020-05-12","VLA"
"31","2020-05-12","VLA"
"28","2020-05-12","VLA"
"60","2020-05-12","VLA"
"60","2020-05-12","VLA"
"72","2020-05-12","VLA"
"45","2020-05-12","VLA"
"36","2020-05-12","VLA"
"160","2020-05-12","VLA"
"75","2020-05-12","VLA"
"36","2020-05-12","VLA"
"137","2020-05-12","VLA"
"96","2020-05-12","VLA"
"96","2020-05-12","VLA"
"103","2020-05-12","VLA"
"47","2020-05-12","VLA"
"60","2020-05-12","VLA"
"43","2020-05-12","VLA"
"117","2020-05-12","VLA"
"51","2020-05-12","VLA"
"95","2020-05-12","VLA"
"76","2020-05-12","VLA"
"44","2020-05-12","VLA"
"140","2020-05-12","VLA"
"57","2020-05-12","VLA"
"86","2020-05-12","VLA"
"50","2020-05-12","VLA"
"48","2020-05-12","VLA"
"81","2020-05-12","VLA"
"80","2020-05-12","VLA"
"99","2020-05-12","VLA"
"63","2020-05-12","VLA"
"33.75","2020-05-12","VLA"
"145","2020-05-12","VLA"
"82","2020-05-12","VLA"
"39","2020-05-12","VLA"
"80","2020-05-12","VLA"
"68","2020-05-12","VLA"
"77","2020-05-12","VLA"
"74","2020-05-12","VLA"
"25","2020-05-12","VLA"
"95","2020-05-12","VLA"
"60","2020-05-12","VLA"
"51","2020-05-12","VLA"
"25","2020-05-12","VLA"
"87","2020-05-12","VLA"
"155","2020-05-12","VLA"
"41","2020-05-12","VLA"
"108","2020-05-12","VLA"
"71","2020-05-12","VLA"
"39","2020-05-12","VLA"
"60","2020-05-12","VLA"
"357","2020-05-12","VLA"
"31","2020-05-12","VLA"
"89","2020-05-12","VLA"
"110","2020-05-12","VLA"
"93","2020-05-12","VLA"
"142","2020-05-12","VLA"
"102","2020-05-12","VLA"
"71","2020-05-12","VLA"
"100","2020-05-12","VLA"
"79","2020-05-12","VLA"
"63.75","2020-05-12","VLA"
"74","2020-05-12","VLA"
"87","2020-05-12","VLA"
"80","2020-05-12","VLA"
"33","2020-05-12","VLA"
"140","2020-05-12","VLA"
"76","2020-05-12","VLA"
"76","2020-05-12","VLA"
"38","2020-05-12","VLA"
"74","2020-05-12","VLA"
"90","2020-05-12","VLA"
"60","2020-05-12","VLA"
"185","2020-05-12","VLA"
"82","2020-05-12","VLA"
"100","2020-05-12","VLA"
"124","2020-05-12","VLA"
"110","2020-05-12","VLA"
"114","2020-05-12","VLA"
"37","2020-05-12","VLA"
"72","2020-05-12","VLA"
"70","2020-05-12","VLA"
"150","2020-05-12","VLA"
"135","2020-05-12","VLA"
"32","2020-05-12","VLA"
"92","2020-05-12","VLA"
"100","2020-05-12","VLA"
"38","2020-05-12","VLA"
"125","2020-05-12","VLA"
"60","2020-05-12","VLA"
"135","2020-05-12","VLA"
"60","2020-05-13","VLA"
"41","2020-05-13","VLA"
"74","2020-05-13","VLA"
"178","2020-05-13","VLA"
"60","2020-05-13","VLA"
"250","2020-05-13","VLA"
"92","2020-05-13","VLA"
"90","2020-05-13","VLA"
"135","2020-05-13","VLA"
"77","2020-05-13","VLA"
"28","2020-05-13","VLA"
"82","2020-05-13","VLA"
"90","2020-05-13","VLA"
"96","2020-05-13","VLA"
"82","2020-05-13","VLA"
"60","2020-05-13","VLA"
"104","2020-05-13","VLA"
"67","2020-05-13","VLA"
"63.75","2020-05-13","VLA"
"93","2020-05-13","VLA"
"37","2020-05-13","VLA"
"22","2020-05-13","VLA"
"93","2020-05-13","VLA"
"110","2020-05-13","VLA"
"72","2020-05-13","VLA"
"75","2020-05-13","VLA"
"50","2020-05-13","VLA"
"57","2020-05-13","VLA"
"24","2020-05-13","VLA"
"142","2020-05-13","VLA"
"56","2020-05-13","VLA"
"108","2020-05-13","VLA"
"100","2020-05-13","VLA"
"79","2020-05-13","VLA"
"33.75","2020-05-13","VLA"
"71","2020-05-13","VLA"
"79","2020-05-13","VLA"
"70","2020-05-13","VLA"
"55","2020-05-13","VLA"
"80","2020-05-13","VLA"
"135","2020-05-13","VLA"
"110","2020-05-13","VLA"
"60","2020-05-13","VLA"
"75","2020-05-13","VLA"
"124","2020-05-13","VLA"
"47","2020-05-13","VLA"
"140","2020-05-13","VLA"
"100","2020-05-13","VLA"
"72","2020-05-13","VLA"
"87","2020-05-13","VLA"
"46","2020-05-13","VLA"
"48","2020-05-13","VLA"
"31","2020-05-13","VLA"
"33","2020-05-13","VLA"
"70","2020-05-13","VLA"
"140","2020-05-13","VLA"
"228","2020-05-13","VLA"
"60","2020-05-13","VLA"
"75","2020-05-13","VLA"
"247","2020-05-13","VLA"
"80","2020-05-13","VLA"
"80","2020-05-13","VLA"
"47","2020-05-13","VLA"
"135","2020-05-13","VLA"
"73","2020-05-13","VLA"
"76","2020-05-13","VLA"
"40","2020-05-13","VLA"
"66","2020-05-13","VLA"
"60","2020-05-13","VLA"
"40","2020-05-13","VLA"
"50","2020-05-13","VLA"
"39","2020-05-13","VLA"
"225","2020-05-13","VLA"
"31","2020-05-13","VLA"
"74","2020-05-13","VLA"
"135","2020-05-13","VLA"
"100000","2020-05-13","VLA"
"75","2020-05-13","VLA"
"98","2020-05-13","VLA"
"80","2020-05-13","VLA"
"150","2020-05-13","VLA"
"67","2020-05-13","VLA"
"42","2020-05-13","VLA"
"200","2020-05-13","VLA"
"38","2020-05-13","VLA"
"36","2020-05-13","VLA"
"125","2020-05-13","VLA"
"175","2020-05-13","VLA"
"68","2020-05-13","VLA"
"28","2020-05-13","VLA"
"110","2020-05-13","VLA"
"120","2020-05-13","VLA"
"50","2020-05-13","VLA"
"36","2020-05-13","VLA"
"58","2020-05-13","VLA"
"122","2020-05-13","VLA"
"357","2020-05-13","VLA"
"250","2020-05-14","VLA"
"125","2020-05-14","VLA"
"82","2020-05-14","VLA"
"66","2020-05-14","VLA"
"2","2020-05-14","BRU"
"80","2020-05-14","VLA"
"68","2020-05-14","VLA"
"39","2020-05-14","VLA"
"96","2020-05-14","VLA"
"83","2020-05-14","VLA"
"178","2020-05-14","VLA"
"44","2020-05-14","BRU"
"96","2020-05-14","VLA"
"25","2020-05-14","VLA"
"110","2020-05-14","VLA"
"70","2020-05-14","VLA"
"90","2020-05-14","VLA"
"36","2020-05-14","VLA"
"100000","2020-05-14","VLA"
"40","2020-05-14","VLA"
"22","2020-05-14","VLA"
"81","2020-05-14","VLA"
"46","2020-05-14","VLA"
"170","2020-05-14","VLA"
"58","2020-05-14","VLA"
"140","2020-05-14","VLA"
"28","2020-05-14","VLA"
"47","2020-05-14","VLA"
"48","2020-05-14","VLA"
"44","2020-05-14","VLA"
"155","2020-05-14","VLA"
"71","2020-05-14","VLA"
"40.9","2020-05-14","VLA"
"67","2020-05-14","VLA"
"36","2020-05-14","VLA"
"135","2020-05-14","VLA"
"120","2020-05-14","VLA"
"93","2020-05-14","VLA"
"48","2020-05-14","VLA"
"76","2020-05-14","VLA"
"225","2020-05-14","VLA"
"85","2020-05-14","VLA"
"43","2020-05-14","VLA"
"60","2020-05-14","VLA"
"47","2020-05-14","VLA"
"142","2020-05-14","VLA"
"184","2020-05-14","VLA"
"33","2020-05-14","VLA"
"60","2020-05-14","VLA"
"140","2020-05-14","VLA"
"75","2020-05-14","VLA"
"35","2020-05-14","VLA"
"73","2020-05-14","VLA"
"80","2020-05-14","VLA"
"72","2020-05-14","VLA"
"33.75","2020-05-14","VLA"
"100","2020-05-14","VLA"
"31","2020-05-14","VLA"
"110","2020-05-14","VLA"
"31","2020-05-14","VLA"
"125","2020-05-14","VLA"
"137","2020-05-14","VLA"
"140","2020-05-14","VLA"
"98","2020-05-14","VLA"
"124","2020-05-14","VLA"
"25","2020-05-14","VLA"
"100","2020-05-14","VLA"
"66","2020-05-14","VLA"
"100","2020-05-14","VLA"
"77","2020-05-14","VLA"
"95","2020-05-14","VLA"
"114","2020-05-14","VLA"
"35","2020-05-14","VLA"
"87","2020-05-14","VLA"
"42","2020-05-14","VLA"
"225","2020-05-14","VLA"
"80","2020-05-14","VLA"
"74","2020-05-14","VLA"
"80","2020-05-14","VLA"
"75","2020-05-14","VLA"
"72","2020-05-14","VLA"
"103","2020-05-14","VLA"
"140","2020-05-14","VLA"
"70","2020-05-14","VLA"
"37","2020-05-14","VLA"
"35","2020-05-14","VLA"
"75","2020-05-14","VLA"
"102","2020-05-14","VLA"
"63.75","2020-05-14","VLA"
"36","2020-05-14","VLA"
"74","2020-05-15","VLA"
"45","2020-05-15","VLA"
"40","2020-05-15","VLA"
"51","2020-05-15","VLA"
"140","2020-05-15","VLA"
"70","2020-05-15","VLA"
"76","2020-05-15","VLA"
"37","2020-05-15","VLA"
"38","2020-05-15","VLA"
"68","2020-05-15","VLA"
"85","2020-05-15","VLA"
"250","2020-05-15","VLA"
"33.75","2020-05-15","VLA"
"39","2020-05-15","VLA"
"110","2020-05-15","VLA"
"79","2020-05-15","VLA"
"135","2020-05-15","VLA"
"59","2020-05-15","VLA"
"75","2020-05-15","VLA"
"58","2020-05-15","VLA"
"50","2020-05-15","VLA"
"96","2020-05-15","VLA"
"60","2020-05-15","VLA"
"178","2020-05-15","VLA"
"63.75","2020-05-15","VLA"
"100000","2020-05-15","VLA"
"46","2020-05-15","VLA"
"60","2020-05-15","VLA"
"38","2020-05-15","VLA"
"108","2020-05-15","VLA"
"87","2020-05-15","VLA"
"74","2020-05-15","VLA"
"60","2020-05-15","VLA"
"50","2020-05-15","VLA"
"80","2020-05-15","VLA"
"25","2020-05-15","VLA"
"31","2020-05-15","VLA"
"72","2020-05-15","VLA"
"24","2020-05-15","VLA"
"95","2020-05-15","VLA"
"74","2020-05-15","VLA"
"22","2020-05-15","VLA"
"36","2020-05-15","VLA"
"67","2020-05-15","VLA"
"125","2020-05-15","VLA"
"55","2020-05-15","VLA"
"137","2020-05-15","VLA"
"90","2020-05-15","VLA"
"76","2020-05-15","VLA"
"43","2020-05-15","VLA"
"74","2020-05-15","VLA"
"36","2020-05-15","VLA"
"107","2020-05-15","VLA"
"104","2020-05-15","VLA"
"100","2020-05-15","VLA"
"77","2020-05-15","VLA"
"95","2020-05-15","VLA"
"96","2020-05-15","VLA"
"63.75","2020-05-16","VLA"
"130","2020-05-16","VLA"
"142","2020-05-16","VLA"
"60","2020-05-16","VLA"
"63.75","2020-05-17","VLA"
"156","2020-05-17","VLA"
"148","2020-05-17","VLA"
"75","2020-05-18","VLA"
"42","2020-05-18","VLA"
"33","2020-05-18","VLA"
"100000","2020-05-18","VLA"
"25","2020-05-18","VLA"
"48","2020-05-18","VLA"
"39","2020-05-18","VLA"
"63.75","2020-05-18","VLA"
"80","2020-05-18","VLA"
"60","2020-05-18","VLA"
"57","2020-05-18","VLA"
"33.75","2020-05-18","VLA"
"70","2020-05-18","VLA"
"100","2020-05-18","VLA"
"22","2020-05-18","VLA"
"74","2020-05-18","VLA"
"87","2020-05-18","VLA"
"120","2020-05-18","VLA"
"77","2020-05-18","VLA"
"2","2020-05-18","BRU"
"90","2020-05-18","VLA"
"28","2020-05-18","VLA"
"100","2020-05-18","VLA"
"60","2020-05-18","VLA"
"25","2020-05-18","VLA"
"102","2020-05-18","VLA"
"47","2020-05-18","VLA"
"72","2020-05-18","VLA"
"80","2020-05-18","VLA"
"110","2020-05-18","VLA"
"74","2020-05-18","VLA"
"70","2020-05-18","VLA"
"184","2020-05-18","VLA"
"108","2020-05-19","VLA"
"96","2020-05-19","VLA"
"77","2020-05-19","VLA"
"50","2020-05-19","VLA"
"38","2020-05-19","VLA"
"47","2020-05-19","VLA"
"120","2020-05-19","VLA"
"100","2020-05-19","VLA"
"68","2020-05-19","VLA"
"60","2020-05-19","VLA"
"72","2020-05-19","VLA"
"90","2020-05-19","VLA"
"114","2020-05-19","VLA"
"50","2020-05-19","VLA"
"96","2020-05-19","VLA"
"142","2020-05-19","VLA"
"93","2020-05-19","VLA"
"100000","2020-05-19","VLA"
"79","2020-05-19","VLA"
"87","2020-05-19","VLA"
"83","2020-05-19","VLA"
"51","2020-05-19","VLA"
"36","2020-05-19","VLA"
"184","2020-05-19","VLA"
"74","2020-05-19","VLA"
"110","2020-05-19","VLA"
"121","2020-05-19","VLA"
"140","2020-05-19","VLA"
"22","2020-05-19","VLA"
"1","2020-05-19","WAL"
"40","2020-05-19","VLA"
"82","2020-05-19","VLA"
"39","2020-05-19","VLA"
"22","2020-05-19","VLA"
"90","2020-05-19","VLA"
"36","2020-05-19","VLA"
"108","2020-05-19","VLA"
"25","2020-05-19","VLA"
"255","2020-05-19","VLA"
"44","2020-05-19","VLA"
"36","2020-05-19","VLA"
"100","2020-05-19","VLA"
"46","2020-05-19","VLA"
"110","2020-05-19","VLA"
"48","2020-05-19","VLA"
"95","2020-05-19","VLA"
"37","2020-05-19","VLA"
"31","2020-05-19","VLA"
"130","2020-05-19","VLA"
"140","2020-05-19","VLA"
"138","2020-05-19","VLA"
"100","2020-05-19","VLA"
"95","2020-05-19","VLA"
"250","2020-05-19","VLA"
"87","2020-05-19","VLA"
"60","2020-05-19","VLA"
"33.75","2020-05-19","VLA"
"155","2020-05-19","VLA"
"90","2020-05-19","VLA"
"60","2020-05-19","VLA"
"63","2020-05-19","VLA"
"151","2020-05-19","VLA"
"137","2020-05-19","VLA"
"99","2020-05-19","VLA"
"28","2020-05-19","VLA"
"140","2020-05-19","VLA"
"102","2020-05-19","VLA"
"86","2020-05-19","VLA"
"72","2020-05-19","VLA"
"80","2020-05-19","VLA"
"178","2020-05-19","VLA"
"48","2020-05-19","VLA"
"39","2020-05-19","VLA"
"75","2020-05-19","VLA"
"178","2020-05-20","VLA"
"37","2020-05-20","VLA"
"110","2020-05-20","VLA"
"74","2020-05-20","VLA"
"50","2020-05-20","VLA"
"25","2020-05-20","VLA"
"33.75","2020-05-20","VLA"
"39","2020-05-20","VLA"
"80","2020-05-20","VLA"
"68","2020-05-20","VLA"
"77","2020-05-20","VLA"
"140","2020-05-20","VLA"
"22","2020-05-20","VLA"
"67","2020-05-20","VLA"
"124","2020-05-20","VLA"
"74","2020-05-20","VLA"
"103","2020-05-20","VLA"
"72","2020-05-20","VLA"
"170","2020-05-20","VLA"
"120","2020-05-20","VLA"
"56","2020-05-20","VLA"
"60","2020-05-20","VLA"
"63.75","2020-05-20","VLA"
"100000","2020-05-20","VLA"
"210","2020-05-20","VLA"
"74","2020-05-20","VLA"
"200","2020-05-20","VLA"
"60","2020-05-20","VLA"
"151","2020-05-20","VLA"
"72","2020-05-20","VLA"
"96","2020-05-20","VLA"
"22","2020-05-20","VLA"
"38","2020-05-20","VLA"
"80","2020-05-20","VLA"
"63.75","2020-05-20","VLA"
"95","2020-05-20","VLA"
"43","2020-05-20","VLA"
"90","2020-05-20","VLA"
"75","2020-05-20","VLA"
"255","2020-05-20","VLA"
"155","2020-05-20","VLA"
"35","2020-05-20","VLA"
"135","2020-05-20","VLA"
"125","2020-05-20","VLA"
"80","2020-05-20","VLA"
"60","2020-05-20","VLA"
"108","2020-05-20","VLA"
"36","2020-05-20","VLA"
"46","2020-05-20","VLA"
"65","2020-05-20","VLA"
"122","2020-05-20","VLA"
"108","2020-05-20","VLA"
"100","2020-05-20","VLA"
"140","2020-05-20","VLA"
"33","2020-05-20","VLA"
"75","2020-05-20","VLA"
"36","2020-05-20","VLA"
"63.75","2020-05-21","VLA"
"55","2020-05-21","VLA"
"142","2020-05-21","VLA"
"48","2020-05-21","VLA"
"81","2020-05-21","VLA"
"135","2020-05-21","VLA"
"76","2020-05-22","VLA"
"100","2020-05-22","VLA"
"22","2020-05-22","VLA"
"80","2020-05-22","VLA"
"102","2020-05-22","VLA"
"142","2020-05-22","VLA"
"46","2020-05-22","VLA"
"51","2020-05-22","VLA"
"140","2020-05-22","VLA"
"80","2020-05-22","VLA"
"39","2020-05-22","VLA"
"75","2020-05-22","VLA"
"74","2020-05-22","VLA"
"40","2020-05-22","VLA"
"90","2020-05-22","VLA"
"25","2020-05-22","VLA"
"68","2020-05-22","VLA"
"100","2020-05-22","VLA"
"72","2020-05-22","VLA"
"140","2020-05-22","VLA"
"67","2020-05-22","VLA"
"79","2020-05-22","VLA"
"65","2020-05-22","VLA"
"67","2020-05-22","VLA"
"96","2020-05-22","VLA"
"56","2020-05-22","VLA"
"178","2020-05-22","VLA"
"33.75","2020-05-22","VLA"
"130","2020-05-22","VLA"
"60","2020-05-22","VLA"
"184","2020-05-22","VLA"
"120","2020-05-22","VLA"
"155","2020-05-22","VLA"
"1","2020-05-22","VLA"
"72","2020-05-22","VLA"
"130","2020-05-22","VLA"
"37","2020-05-22","VLA"
"75","2020-05-22","VLA"
"60","2020-05-22","VLA"
"108","2020-05-22","VLA"
"60","2020-05-22","VLA"
"138","2020-05-22","VLA"
"100","2020-05-23","VLA"
"100000","2020-05-23","VLA"
"63.75","2020-05-23","VLA"
"50","2020-05-23","VLA"
"60","2020-05-24","VLA"
"80","2020-05-24","VLA"
"63.75","2020-05-24","VLA"
"80","2020-05-24","VLA"
"57","2020-05-25","VLA"
"110","2020-05-25","VLA"
"66","2020-05-25","VLA"
"23","2020-05-25","VLA"
"25","2020-05-25","VLA"
"63.75","2020-05-25","VLA"
"210","2020-05-25","VLA"
"93","2020-05-25","VLA"
"135","2020-05-25","VLA"
"140","2020-05-25","VLA"
"31","2020-05-25","VLA"
"100","2020-05-25","VLA"
"33","2020-05-25","VLA"
"37","2020-05-25","VLA"
"22","2020-05-25","VLA"
"68","2020-05-25","VLA"
"35","2020-05-25","VLA"
"122","2020-05-25","VLA"
"71","2020-05-25","VLA"
"80","2020-05-25","VLA"
"102","2020-05-25","VLA"
"75","2020-05-25","VLA"
"108","2020-05-25","VLA"
"76","2020-05-25","VLA"
"39","2020-05-25","VLA"
"30.42","2020-05-25","VLA"
"40","2020-05-25","VLA"
"76","2020-05-25","VLA"
"86","2020-05-25","VLA"
"46","2020-05-25","VLA"
"50","2020-05-25","VLA"
"43","2020-05-25","VLA"
"72","2020-05-25","VLA"
"87","2020-05-25","VLA"
"184","2020-05-25","VLA"
"76","2020-05-25","VLA"
"75","2020-05-25","VLA"
"35","2020-05-25","VLA"
"135","2020-05-25","VLA"
"74","2020-05-25","VLA"
"110","2020-05-25","VLA"
"80","2020-05-25","VLA"
"22","2020-05-25","VLA"
"66","2020-05-25","VLA"
"114","2020-05-25","VLA"
"180","2020-05-25","VLA"
"100","2020-05-25","VLA"
"130","2020-05-25","VLA"
"81","2020-05-25","VLA"
"48","2020-05-25","VLA"
"73","2020-05-25","VLA"
"99","2020-05-25","VLA"
"255","2020-05-25","VLA"
"50","2020-05-25","VLA"
"225","2020-05-25","VLA"
"75","2020-05-25","VLA"
"142","2020-05-25","VLA"
"100","2020-05-25","VLA"
"220","2020-05-25","VLA"
"178","2020-05-25","VLA"
"33.75","2020-05-25","VLA"
"36","2020-05-25","VLA"
"140","2020-05-25","VLA"
"120","2020-05-25","VLA"
"75","2020-05-25","VLA"
"38","2020-05-25","VLA"
"140","2020-05-25","VLA"
"36","2020-05-25","VLA"
"56","2020-05-25","VLA"
"100000","2020-05-25","VLA"
"155","2020-05-25","VLA"
"125","2020-05-25","VLA"
"66","2020-05-26","VLA"
"68","2020-05-26","VLA"
"43","2020-05-26","VLA"
"22","2020-05-26","VLA"
"255","2020-05-26","VLA"
"114","2020-05-26","VLA"
"155","2020-05-26","VLA"
"33.75","2020-05-26","VLA"
"103","2020-05-26","VLA"
"178","2020-05-26","VLA"
"135","2020-05-26","VLA"
"75","2020-05-26","VLA"
"51","2020-05-26","VLA"
"76","2020-05-26","VLA"
"60","2020-05-26","VLA"
"140","2020-05-26","VLA"
"70","2020-05-26","VLA"
"96","2020-05-26","VLA"
"139","2020-05-26","VLA"
"273","2020-05-26","VLA"
"50","2020-05-26","VLA"
"122","2020-05-26","VLA"
"60","2020-05-26","VLA"
"79","2020-05-26","VLA"
"108","2020-05-26","VLA"
"76","2020-05-26","VLA"
"50","2020-05-26","VLA"
"37","2020-05-26","VLA"
"90","2020-05-26","VLA"
"60","2020-05-26","VLA"
"80","2020-05-26","VLA"
"110","2020-05-26","VLA"
"140","2020-05-26","VLA"
"110","2020-05-26","VLA"
"22","2020-05-26","VLA"
"86","2020-05-26","VLA"
"93","2020-05-26","VLA"
"50","2020-05-26","VLA"
"247","2020-05-26","VLA"
"80","2020-05-26","VLA"
"60","2020-05-26","VLA"
"60","2020-05-26","VLA"
"78","2020-05-26","VLA"
"48","2020-05-26","VLA"
"72","2020-05-26","VLA"
"98","2020-05-26","VLA"
"38","2020-05-26","VLA"
"25","2020-05-26","VLA"
"100000","2020-05-26","VLA"
"80","2020-05-26","VLA"
"63.75","2020-05-26","VLA"
"120","2020-05-26","VLA"
"36","2020-05-26","VLA"
"25","2020-05-26","VLA"
"120","2020-05-26","VLA"
"87","2020-05-26","VLA"
"46","2020-05-26","VLA"
"39","2020-05-26","VLA"
"70","2020-05-26","VLA"
"86","2020-05-26","VLA"
"96","2020-05-26","VLA"
"60","2020-05-26","VLA"
"184","2020-05-26","VLA"
"34","2020-05-26","VLA"
"79","2020-05-26","VLA"
"104","2020-05-26","VLA"
"76","2020-05-27","VLA"
"130","2020-05-27","VLA"
"36","2020-05-27","VLA"
"72","2020-05-27","VLA"
"80","2020-05-27","VLA"
"140","2020-05-27","VLA"
"63","2020-05-27","VLA"
"184","2020-05-27","VLA"
"200","2020-05-27","VLA"
"22","2020-05-27","VLA"
"225","2020-05-27","VLA"
"38","2020-05-27","VLA"
"72","2020-05-27","VLA"
"140","2020-05-27","VLA"
"39","2020-05-27","VLA"
"100000","2020-05-27","VLA"
"110","2020-05-27","VLA"
"125","2020-05-27","VLA"
"114","2020-05-27","VLA"
"135","2020-05-27","VLA"
"100","2020-05-27","VLA"
"74","2020-05-27","VLA"
"110","2020-05-27","VLA"
"70","2020-05-27","VLA"
"124","2020-05-27","VLA"
"33.75","2020-05-27","VLA"
"85","2020-05-27","VLA"
"130","2020-05-27","VLA"
"260","2020-05-27","VLA"
"75","2020-05-27","VLA"
"100","2020-05-27","VLA"
"90","2020-05-27","VLA"
"108","2020-05-27","VLA"
"95","2020-05-27","VLA"
"80","2020-05-27","VLA"
"68","2020-05-27","VLA"
"75","2020-05-27","VLA"
"76","2020-05-27","VLA"
"242","2020-05-27","VLA"
"178","2020-05-27","VLA"
"75","2020-05-27","VLA"
"60","2020-05-27","VLA"
"66","2020-05-27","VLA"
"22","2020-05-27","VLA"
"104","2020-05-27","VLA"
"70","2020-05-27","VLA"
"225","2020-05-27","VLA"
"30","2020-05-27","VLA"
"60","2020-05-27","VLA"
"40","2020-05-27","VLA"
"138","2020-05-27","VLA"
"76","2020-05-27","VLA"
"23","2020-05-27","VLA"
"122","2020-05-27","VLA"
"63.75","2020-05-27","VLA"
"48","2020-05-27","VLA"
"115","2020-05-27","VLA"
"255","2020-05-27","VLA"
"140","2020-05-27","VLA"
"56","2020-05-27","VLA"
"37","2020-05-27","VLA"
"120","2020-05-27","VLA"
"18","2020-05-28","VLA"
"150","2020-05-28","VLA"
"73","2020-05-28","VLA"
"68","2020-05-28","VLA"
"56","2020-05-28","VLA"
"37","2020-05-28","VLA"
"155","2020-05-28","VLA"
"63.75","2020-05-28","VLA"
"63","2020-05-28","VLA"
"33","2020-05-28","VLA"
"100","2020-05-28","VLA"
"46","2020-05-28","VLA"
"98","2020-05-28","VLA"
"140","2020-05-28","VLA"
"60","2020-05-28","VLA"
"110","2020-05-28","VLA"
"60","2020-05-28","VLA"
"164","2020-05-28","VLA"
"79","2020-05-28","VLA"
"76","2020-05-28","VLA"
"35","2020-05-28","VLA"
"80","2020-05-28","VLA"
"242","2020-05-28","VLA"
"50","2020-05-28","VLA"
"33.75","2020-05-28","VLA"
"74","2020-05-28","VLA"
"96","2020-05-28","VLA"
"178","2020-05-28","VLA"
"72","2020-05-28","VLA"
"95","2020-05-28","VLA"
"150","2020-05-28","VLA"
"139","2020-05-28","VLA"
"242","2020-05-28","VLA"
"100000","2020-05-28","VLA"
"90","2020-05-28","VLA"
"39","2020-05-28","VLA"
"22","2020-05-28","VLA"
"62","2020-05-28","VLA"
"76","2020-05-28","VLA"
"72","2020-05-28","VLA"
"27","2020-05-28","VLA"
"108","2020-05-28","VLA"
"34","2020-05-28","VLA"
"143","2020-05-28","VLA"
"140","2020-05-28","VLA"
"72","2020-05-28","VLA"
"155","2020-05-28","VLA"
"114","2020-05-29","VLA"
"135","2020-05-29","VLA"
"37","2020-05-29","VLA"
"28","2020-05-29","VLA"
"48","2020-05-29","VLA"
"108","2020-05-29","VLA"
"87","2020-05-29","VLA"
"83","2020-05-29","VLA"
"68","2020-05-29","VLA"
"90","2020-05-29","VLA"
"103","2020-05-29","VLA"
"122","2020-05-29","VLA"
"40","2020-05-29","VLA"
"86","2020-05-29","VLA"
"130","2020-05-29","VLA"
"143","2020-05-29","VLA"
"178","2020-05-29","VLA"
"100000","2020-05-29","VLA"
"124","2020-05-29","VLA"
"86","2020-05-29","VLA"
"65","2020-05-29","VLA"
"39","2020-05-29","VLA"
"72","2020-05-29","VLA"
"68","2020-05-29","VLA"
"51","2020-05-29","VLA"
"46","2020-05-29","VLA"
"101","2020-05-29","VLA"
"242","2020-05-29","VLA"
"25","2020-05-29","VLA"
"63.75","2020-05-29","VLA"
"104","2020-05-29","VLA"
"98","2020-05-29","VLA"
"124","2020-05-29","VLA"
"50","2020-05-29","VLA"
"140","2020-05-29","VLA"
"40","2020-05-29","VLA"
"33.75","2020-05-29","VLA"
"23","2020-05-29","VLA"
"100","2020-05-29","VLA"
"73","2020-05-29","VLA"
"76","2020-05-29","VLA"
"22","2020-05-29","VLA"
"155","2020-05-29","VLA"
"184","2020-05-29","VLA"
"34","2020-05-29","VLA"
"77","2020-05-29","VLA"
"76","2020-05-29","VLA"
"60","2020-05-29","VLA"
"76","2020-05-29","VLA"
"63.75","2020-05-30","VLA"
"50","2020-05-30","VLA"
"90","2020-05-30","VLA"
"95","2020-05-30","VLA"
"80","2020-05-30","VLA"
"80","2020-05-30","VLA"
"75","2020-05-30","VLA"
"60","2020-05-30","VLA"
"63.75","2020-05-31","VLA"
"27","2020-06-01","VLA"
"33.75","2020-06-02","VLA"
"77","2020-06-02","VLA"
"63.75","2020-06-02","VLA"
"110","2020-06-02","VLA"
"74","2020-06-03","VLA"
"22","2020-06-03","VLA"
"77","2020-06-03","VLA"
"65","2020-06-03","VLA"
"50","2020-06-03","VLA"
