"cd_pharmacy_patient_warranty","d_completed","cd_regio"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","BRU"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","VLA"
"2","2020-04-01","VLA"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"2","2020-04-01","WAL"
"3","2020-04-01","WAL"
"3","2020-04-01","WAL"
"3","2020-04-01","WAL"
"3","2020-04-01","WAL"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"3","2020-04-01","VLA"
"Nog soepelere afleveringen indien iets niet in orde is,de sfeer optimaal houden(de angst weghouden en /of proberen plaatsen,bemoedigen)","2020-04-01","VLA"
"Nous travaillons en service plus réduit pour assurer la distenciation sociale entre les membres du personnel","2020-04-01","WAL"
"Online bestellingen via website worden reeds klaargemaakt en kunnen via overschrijving betaald worden zodat geleverd kan worden aan huis of enkel zakje dient opgenomen te worden in apotheek of luik van brievenbus","2020-04-01","VLA"
"We beschikken ook over afhaalkluisjes die nu veel gebruikt worden, ook tijdens de openingsuren voor mensen die niet willen/mogen binnenkomen","2020-04-01","VLA"
"zeer nauw contact met huisartsen","2020-04-01","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","WAL"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","BRU"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"1","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","BRU"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","WAL"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"2","2020-04-02","VLA"
"3","2020-04-02","WAL"
"3","2020-04-02","WAL"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","BRU"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"3","2020-04-02","VLA"
"Contacts téléphoniques ou service patient au comptoir derrière plexi","2020-04-02","WAL"
"We respecteren afstand onderling, zwangere collega doet geen toog","2020-04-02","VLA"
"Zieke mensen worden via het doorgeefluik geholpen","2020-04-02","VLA"
"le patient se présente à l'officine","2020-04-02","WAL"
"nous prenons soin de chacun et avons aménagé les horaires vu que nous avons dû écarter deux personnes pour cause de risques de santé, hous portons des surchaussures","2020-04-02","WAL"
"1","2020-04-03","WAL"
"1","2020-04-03","WAL"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","WAL"
"1","2020-04-03","WAL"
"1","2020-04-03","WAL"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","BRU"
"1","2020-04-03","BRU"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","WAL"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","BRU"
"2","2020-04-03","BRU"
"2","2020-04-03","BRU"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"2","2020-04-03","VLA"
"2","2020-04-03","WAL"
"2","2020-04-03","WAL"
"3","2020-04-03","WAL"
"3","2020-04-03","VLA"
"3","2020-04-03","BRU"
"3","2020-04-03","BRU"
"3","2020-04-03","VLA"
"les personnes qui servent au comptoir sont bien séparées","2020-04-03","WAL"
"1","2020-04-04","WAL"
"1","2020-04-04","WAL"
"1","2020-04-04","VLA"
"1","2020-04-04","BRU"
"1","2020-04-04","BRU"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","WAL"
"1","2020-04-04","WAL"
"1","2020-04-04","VLA"
"2","2020-04-04","VLA"
"2","2020-04-04","WAL"
"2","2020-04-04","WAL"
"2","2020-04-04","WAL"
"2","2020-04-04","WAL"
"2","2020-04-04","VLA"
"2","2020-04-04","VLA"
"2","2020-04-04","VLA"
"2","2020-04-04","VLA"
"2","2020-04-04","VLA"
"2","2020-04-04","BRU"
"2","2020-04-04","BRU"
"2","2020-04-04","BRU"
"2","2020-04-04","VLA"
"2","2020-04-04","WAL"
"2","2020-04-04","WAL"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"2","2020-04-05","VLA"
"2","2020-04-05","VLA"
"le cpas Incourt a organisé un service de délivrance de médicaments pour les personnes à risque qui le souhaitent. Ns recevons un réquisitoire et delivrons à une personne precise la commande et envoyons la facture au cpas qui sera payé en retour du patient","2020-04-05","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","WAL"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","BRU"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","WAL"
"2","2020-04-06","WAL"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
"2","2020-04-06","VLA"
