"TX_GP_PROF_CIRCLE","d_completed","cd_regio"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HAK Prometheus","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Médecins Généralistes Borains","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","WAL"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-06","WAL"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","WAL"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"Cercle des Médecins généralistes de Grez-Doiceau et Beauvechain","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"As. des Médecins Généralistes de Chaumont Gistoux","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HAK Lokeren","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Généralistes de la Région des Fagnes","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","BRU"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-06","WAL"
"","2020-04-06","VLA"
"As. des Généralistes de la Haute Hesbaye namuroise","2020-04-06","WAL"
"","2020-04-06","BRU"
"kgbn-habo","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"Rassemblement des Médecins Généralistes du namurois","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","WAL"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"VHKZ","2020-04-06","VLA"
"Cercle Médical Malonne-Floreffe","2020-04-06","WAL"
"","2020-04-06","VLA"
"As .des Méd. Généralistes de Mont-St-Guibert, Chastre et Walhain","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-06","WAL"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Cercle Médical du Condroz","2020-04-06","WAL"
"HAKRO","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","WAL"
"HAK Noord-Limburg","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HVG","2020-04-06","VLA"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"Cercle des Médecins Généralistes de Namur Ouest","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Cercle des Médecins Généralistes de Villers-la-Ville","2020-04-06","WAL"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Cercle Médical Malonne-Floreffe","2020-04-06","WAL"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"Union des Médecins Généralistes Borains","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Association des Médecins Généralistes de Jodoigne","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"HAK Antwerpen Oost","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Centre-Ardennes","2020-04-06","WAL"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Association des Médecins Généralistes de Genappe","2020-04-06","WAL"
"","2020-04-06","VLA"
"Cercle de Saint-Nicolas 1er cercle","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-06","WAL"
"","2020-04-06","VLA"
"HAK t Vlaemsch Hooft","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-06","WAL"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes Famenne-Ardenne","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"As. des Généralistes de Court Saint Etienne - Ottignies Louvain la Neuve et Bousval","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Rassemblement des Médecins Généralistes du namurois","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HAK Prometheus","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-06","WAL"
"","2020-04-06","VLA"
"HAZOH","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"Association des Généralistes du Tournaisis","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HAK Hoboken-Kiel-Valaar","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"As .des Méd. Généralistes de Mont-St-Guibert, Chastre et Walhain","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"As. des Médecins Généralistes de Braine-l'alleud et Waterloo","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Généralistes de Court Saint Etienne - Ottignies Louvain la Neuve et Bousval","2020-04-06","WAL"
"","2020-04-06","VLA"
"Association des Généralistes du Tournaisis","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Cercle de Saint-Nicolas 2nd cercle","2020-04-06","WAL"
"As. des Généralistes de l'Est francophone de la Belgique","2020-04-06","WAL"
"HZW","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"La petite Ghète","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"HAK Hoboken-Kiel-Valaar","2020-04-06","VLA"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As .des Méd. Généralistes de Mont-St-Guibert, Chastre et Walhain","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"VEHAMED","2020-04-06","VLA"
"","2020-04-06","WAL"
"Association des Généralistes du Tournaisis","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"Cercle Médical Malonne-Floreffe","2020-04-06","WAL"
"","2020-04-06","VLA"
"HRM","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"HAK Izegem-Ingelmunster-Lendelede","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-06","WAL"
"Brusselse HAK","2020-04-06","BRU"
"","2020-04-06","WAL"
"As. des Généralistes de l'Est francophone de la Belgique","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Val de Dendre","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"As. des Médecins Généralistes de Braine-l'alleud et Waterloo","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"Cercle des Médecins Généralistes d'Aywaille","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"","2020-04-06","BRU"
"","2020-04-06","VLA"
"","2020-04-06","WAL"
"","2020-04-06","VLA"
"Cercle Médical du Condroz","2020-04-06","WAL"
"Cercle Médical Malonne-Floreffe","2020-04-06","WAL"
"","2020-04-06","VLA"
"","2020-04-06","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","WAL"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-06","WAL"
"","2020-04-06","VLA"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-07","WAL"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-07","WAL"
"","2020-04-07","VLA"
"Cercle Médical du Condroz","2020-04-07","WAL"
"","2020-04-07","WAL"
"As. des Médecins Généralistes du Val de Dendre","2020-04-07","WAL"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"","2020-04-07","WAL"
"Rassemblement des Médecins Généralistes du namurois","2020-04-07","WAL"
"","2020-04-07","BRU"
"","2020-04-07","WAL"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"As. des Médecins Généralistes de Braine-l'alleud et Waterloo","2020-04-07","WAL"
"","2020-04-07","WAL"
"As. des Médecins Généralistes Famenne-Ardenne","2020-04-07","WAL"
"As. des Médecins Généralistes du Sud-Luxembourg","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"Brusselse HAK","2020-04-07","BRU"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"Cercle Médical du Condroz","2020-04-07","WAL"
"","2020-04-07","WAL"
"","2020-04-07","WAL"
"Brusselse HAK","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"As. des Médecins Généralistes Famenne-Ardenne","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Cercle des médecins généralistes de la Senette","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-07","WAL"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"As. des Médecins Généralistes du Val de Dendre","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"HAK Waasland","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Union des Omnipraticiens de l'arrond. de Dinant","2020-04-07","WAL"
"","2020-04-07","WAL"
"VHKZ","2020-04-07","VLA"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-07","WAL"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"As. des Médecins Généralistes de Lasne - La Hulpe - Rixensart","2020-04-07","WAL"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"HAK Panacea","2020-04-07","VLA"
"Association des Médecins Généralistes de Jodoigne","2020-04-07","WAL"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"Brusselse HAK","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Cercle des médecins de Braine-le-Château, Tubize, Rebecq","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"VEHAMED","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"HAK Hagewacht","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"MEDICASE","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"As. des Généralistes de la Région des Fagnes","2020-04-07","WAL"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","BRU"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"VHKZ","2020-04-07","VLA"
"","2020-04-07","VLA"
"Association des Généralistes nivellois","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"Cercle des Médecins Généralistes de Namur Ouest","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"As. des Médecins Généralistes de Braine-l'alleud et Waterloo","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","VLA"
"","2020-04-07","WAL"
"Féd. des As. des Médecins Généralistes de Charleroi","2020-04-07","WAL"
