"cd_measures","d_completed","cd_regio"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"4","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"5","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"6","2020-05-06","VLA"
"1","2020-05-07","VLA"
"2","2020-05-07","VLA"
"3","2020-05-07","VLA"
"4","2020-05-07","VLA"
"6","2020-05-07","VLA"
"1","2020-05-08","VLA"
"1","2020-05-08","VLA"
"2","2020-05-08","VLA"
"2","2020-05-08","VLA"
"2","2020-05-08","VLA"
"2","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"3","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"4","2020-05-08","VLA"
"5","2020-05-08","VLA"
"6","2020-05-08","VLA"
"6","2020-05-08","VLA"
"6","2020-05-08","VLA"
"6","2020-05-08","VLA"
"2","2020-05-09","VLA"
"3","2020-05-09","VLA"
"6","2020-05-09","VLA"
"1","2020-05-11","VLA"
"1","2020-05-11","VLA"
"1","2020-05-11","VLA"
"1","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"2","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"3","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"4","2020-05-11","VLA"
"5","2020-05-11","VLA"
"5","2020-05-11","VLA"
"5","2020-05-11","VLA"
"5","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"6","2020-05-11","VLA"
"1","2020-05-12","VLA"
"1","2020-05-12","VLA"
"2","2020-05-12","VLA"
"2","2020-05-12","VLA"
"2","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"3","2020-05-12","VLA"
"4","2020-05-12","VLA"
"4","2020-05-12","VLA"
"4","2020-05-12","VLA"
"5","2020-05-12","VLA"
"5","2020-05-12","VLA"
"6","2020-05-12","VLA"
"6","2020-05-12","VLA"
"6","2020-05-12","VLA"
"1","2020-05-13","VLA"
"1","2020-05-13","VLA"
"1","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"2","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"3","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"4","2020-05-13","VLA"
"5","2020-05-13","VLA"
"5","2020-05-13","VLA"
"5","2020-05-13","VLA"
"5","2020-05-13","VLA"
"5","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"6","2020-05-13","VLA"
"1","2020-05-14","VLA"
"2","2020-05-14","VLA"
"3","2020-05-14","VLA"
"4","2020-05-14","VLA"
"5","2020-05-14","VLA"
"6","2020-05-14","VLA"
"1","2020-05-18","VLA"
"1","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"2","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"3","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"4","2020-05-18","VLA"
"5","2020-05-18","VLA"
"5","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"6","2020-05-18","VLA"
"2","2020-05-19","VLA"
"3","2020-05-19","VLA"
"4","2020-05-19","VLA"
"5","2020-05-19","VLA"
"6","2020-05-19","VLA"
"1","2020-05-20","VLA"
"1","2020-05-20","VLA"
"1","2020-05-20","VLA"
"1","2020-05-20","VLA"
"1","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"2","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"3","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"4","2020-05-20","VLA"
"5","2020-05-20","VLA"
"5","2020-05-20","VLA"
"5","2020-05-20","VLA"
"5","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"6","2020-05-20","VLA"
"1","2020-05-22","VLA"
"1","2020-05-22","VLA"
"2","2020-05-22","VLA"
"2","2020-05-22","VLA"
"2","2020-05-22","VLA"
"3","2020-05-22","VLA"
"3","2020-05-22","VLA"
"3","2020-05-22","VLA"
"4","2020-05-22","VLA"
"4","2020-05-22","VLA"
"4","2020-05-22","VLA"
"5","2020-05-22","VLA"
"6","2020-05-22","VLA"
"6","2020-05-22","VLA"
"6","2020-05-22","VLA"
"1","2020-05-25","VLA"
"1","2020-05-25","VLA"
"1","2020-05-25","VLA"
"2","2020-05-25","VLA"
"2","2020-05-25","VLA"
"2","2020-05-25","VLA"
"2","2020-05-25","VLA"
"2","2020-05-25","VLA"
"2","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"3","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"4","2020-05-25","VLA"
"5","2020-05-25","VLA"
"5","2020-05-25","VLA"
"5","2020-05-25","VLA"
"5","2020-05-25","VLA"
"6","2020-05-25","VLA"
"6","2020-05-25","VLA"
"6","2020-05-25","VLA"
"6","2020-05-25","VLA"
"6","2020-05-25","VLA"
"6","2020-05-25","VLA"
"1","2020-05-26","BRU"
"2","2020-05-26","BRU"
"3","2020-05-26","BRU"
"6","2020-05-26","BRU"
