"fl_capacity_next_week","d_completed","cd_regio"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-03","BRU"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"1","2020-04-03","VLA"
"0","2020-04-03","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"1","2020-04-04","VLA"
"0","2020-04-05","VLA"
"0","2020-04-05","VLA"
"1","2020-04-05","VLA"
"0","2020-04-05","VLA"
"1","2020-04-05","VLA"
"1","2020-04-05","WAL"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"1","2020-04-05","VLA"
"0","2020-04-05","VLA"
"1","2020-04-05","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","BRU"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-06","WAL"
"1","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"0","2020-04-06","VLA"
"1","2020-04-06","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","BRU"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","BRU"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","WAL"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-07","VLA"
"0","2020-04-07","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","WAL"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","BRU"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-08","VLA"
"0","2020-04-08","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","WAL"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"1","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
"0","2020-04-09","VLA"
